state,sex,age,educ,hisp,racecmb,relig,income,hh1,party,partyln,ideo,q2,q1,q55,q56
49,2,40,6,2,1,3,8,6,2,,4,2,1,3,1
42,2,63,6,2,1,1,10,2,3,2,3,2,1,3,3
13,2,51,8,2,1,2,1,1,3,9,3,2,9,4,3
51,2,33,7,2,2,1,4,3,2,,3,1,1,2,9
47,2,44,3,2,1,2,2,2,1,,3,2,2,4,3
28,2,39,3,2,1,1,10,4,9,9,3,2,2,3,3
42,2,85,6,2,1,2,1,1,1,,3,2,2,4,1
35,2,57,5,2,1,1,6,1,1,,1,2,2,4,1
17,1,58,4,2,1,12,6,5,3,2,5,2,1,3,3
1,1,44,3,2,4,13,5,4,3,1,2,2,2,4,3
20,1,59,6,2,1,1,9,3,1,,2,2,2,4,3
20,1,70,3,2,1,2,2,2,2,,4,9,1,3,3
25,1,58,6,2,1,2,8,1,1,,2,2,2,4,9
37,1,64,8,1,1,2,10,2,3,1,2,2,2,4,9
49,2,39,6,1,1,3,7,6,3,1,1,2,2,2,1
12,2,80,3,2,1,1,10,1,1,,3,9,1,2,3
37,1,40,7,2,1,1,10,2,1,,1,2,2,4,1
42,1,69,4,2,1,2,1,2,1,,1,2,2,3,1
42,1,78,3,2,1,1,3,2,2,,1,2,1,3,3
42,2,88,6,2,1,1,10,1,1,,3,2,2,3,3
12,2,64,4,2,1,2,4,2,2,,4,2,2,3,3
29,2,57,6,2,1,1,10,1,3,9,4,2,1,3,1
36,2,52,4,2,1,2,7,2,3,2,3,1,1,3,3
22,2,61,6,2,2,1,5,3,2,,3,2,2,4,1
22,2,57,3,2,1,2,7,3,3,1,3,2,2,4,3
34,2,24,8,2,3,8,7,4,2,,3,1,1,3,3
12,2,22,4,2,2,1,1,6,3,2,3,2,1,4,1
51,1,22,3,2,1,13,5,5,3,1,3,2,2,4,9
42,2,62,4,2,1,1,6,1,3,1,3,2,2,3,1
39,1,45,6,2,1,2,8,5,1,,3,2,2,4,1
45,1,18,4,2,1,12,7,2,2,,4,2,1,4,3
42,2,60,6,2,1,1,6,2,1,,2,2,2,3,3
47,2,64,5,2,1,2,6,2,1,,2,2,2,4,3
36,2,67,3,2,1,2,4,2,2,,3,2,1,2,1
37,2,72,5,2,1,1,2,1,1,,2,1,1,2,1
13,2,27,6,2,1,1,6,2,1,,1,2,2,3,9
12,2,59,8,2,1,2,8,2,2,,4,2,1,4,3
18,2,59,4,2,1,2,9,2,1,,2,2,2,4,9
33,2,54,3,2,1,1,10,1,3,2,3,2,2,3,3
18,1,51,3,2,1,12,5,4,3,1,3,2,2,4,2
21,2,36,5,2,2,12,4,5,2,,3,2,1,3,3
13,2,45,2,2,1,1,3,4,2,,3,1,1,3,1
40,2,63,6,2,1,1,5,2,2,,5,2,1,3,3
41,1,65,4,2,1,1,4,2,1,,2,2,2,4,1
41,2,76,4,2,1,1,5,2,1,,1,2,2,4,2
4,1,50,8,1,4,11,10,3,3,1,1,2,2,4,1
27,1,59,5,2,1,12,1,1,3,2,4,2,1,3,3
49,1,54,4,2,1,3,8,2,2,,3,2,1,3,3
6,1,68,4,2,2,1,4,1,2,,4,1,1,3,3
6,1,72,4,2,1,1,8,2,1,,2,2,2,4,9
6,2,25,4,2,3,6,4,4,9,9,4,2,1,4,3
6,2,19,4,2,3,12,4,2,2,,4,2,1,3,3
6,2,70,6,2,2,1,7,2,2,,3,2,1,4,1
6,1,38,3,1,5,2,5,7,1,,3,1,1,3,3
53,1,49,4,2,1,12,10,5,2,,4,2,1,4,1
53,2,52,6,2,1,1,8,2,2,,3,2,1,4,3
6,2,29,3,1,5,2,10,5,2,,3,1,1,2,3
6,2,20,5,1,5,11,4,4,2,,4,1,1,3,2
17,2,47,4,2,1,2,7,3,3,1,3,2,1,3,3
27,2,48,6,2,1,1,8,4,2,,4,2,1,3,1
18,2,75,8,2,4,1,6,2,3,2,3,1,1,3,1
17,2,64,4,2,2,12,10,1,2,,4,2,1,4,3
27,1,99,9,9,9,13,10,2,1,,3,2,2,3,3
17,2,67,6,2,1,2,5,1,3,1,2,2,1,2,3
27,2,21,4,2,1,2,8,3,2,,4,1,1,2,1
48,2,43,8,2,4,2,8,4,2,,4,1,1,3,1
20,2,56,3,2,1,2,6,2,1,,1,2,2,4,2
8,1,56,6,2,1,2,8,3,1,,3,1,1,3,1
35,1,76,8,2,1,1,7,2,1,,2,2,2,4,3
4,2,67,3,1,9,2,3,3,3,2,5,2,1,4,3
6,1,65,4,2,1,9,9,2,3,2,5,2,1,4,1
6,2,80,1,1,1,2,10,4,2,,2,2,9,3,1
6,2,42,4,1,1,2,10,4,1,,4,2,2,2,1
6,2,61,8,2,5,10,7,4,2,,4,1,1,3,1
53,2,60,4,2,1,1,6,2,2,,4,2,1,3,1
49,2,41,8,2,1,3,9,7,1,,2,1,2,2,1
6,2,60,7,2,1,12,7,1,3,1,3,2,2,3,3
6,2,28,3,1,5,13,2,4,3,2,3,9,2,4,3
6,2,58,6,2,1,1,3,1,3,9,4,2,2,4,3
6,2,21,6,1,1,9,4,2,2,,5,2,1,4,3
53,2,69,7,2,1,13,4,2,3,1,1,2,2,4,2
6,1,54,8,2,1,4,9,4,1,,2,2,2,4,2
16,1,59,6,2,1,2,8,1,3,2,3,2,1,3,3
6,1,18,3,1,5,1,10,3,4,9,4,2,1,3,3
51,2,22,5,2,1,1,2,4,3,2,2,2,9,3,2
13,2,19,1,2,1,1,1,7,2,,2,2,1,4,1
42,1,27,5,2,1,12,6,3,2,,4,1,1,3,1
12,2,58,8,2,1,2,7,2,3,1,3,2,2,4,9
12,2,76,6,2,1,1,8,1,1,,2,2,2,3,9
26,2,26,2,2,1,13,1,8,3,1,1,2,2,4,9
36,2,46,6,2,1,5,8,2,2,,4,1,1,3,3
42,1,53,3,2,1,2,4,1,1,,2,2,1,4,2
12,2,55,4,2,1,5,10,1,2,,4,2,1,3,1
39,1,43,4,2,1,13,9,7,2,,3,9,9,3,3
33,1,71,6,2,1,2,9,2,1,,1,1,2,3,1
39,2,47,4,1,1,2,8,6,1,,4,9,9,4,3
10,1,56,4,2,1,4,6,2,1,,2,2,2,3,3
36,2,71,8,2,1,1,3,1,3,2,4,2,1,3,3
37,2,47,3,2,2,1,4,2,2,,5,1,1,3,3
36,2,53,8,2,1,5,10,5,3,2,3,2,2,4,3
12,1,76,6,2,1,2,4,2,3,2,2,1,1,3,1
42,2,19,4,2,2,2,5,2,2,,9,1,1,2,1
37,2,54,4,2,2,12,2,2,2,,3,2,1,2,3
51,2,23,4,2,2,1,7,4,2,,3,1,1,3,3
42,2,95,4,2,1,4,10,1,2,,2,2,1,3,3
17,1,21,5,2,1,10,3,2,2,,5,1,1,4,1
29,2,60,3,2,1,1,6,2,1,,1,2,2,3,3
5,2,53,3,2,1,5,1,1,1,,1,2,2,4,2
40,2,75,4,2,1,1,3,1,2,,3,2,1,3,1
48,2,35,1,1,1,1,1,7,2,,4,2,2,1,3
47,1,32,5,2,2,12,7,5,2,,4,9,9,4,3
1,2,24,2,2,1,12,8,7,4,1,5,2,2,4,2
27,2,30,4,2,1,1,5,4,3,1,3,2,2,9,3
12,2,62,6,2,1,2,8,3,1,,2,2,2,4,1
42,1,69,3,2,1,9,4,1,2,,3,1,1,2,1
42,2,37,8,2,1,12,6,4,2,,5,2,1,4,3
47,2,63,3,2,1,2,1,2,1,,2,2,2,4,3
25,1,69,3,2,1,2,1,2,1,,2,2,2,3,3
42,1,53,8,2,1,1,9,4,2,,4,2,1,3,1
36,2,50,6,2,1,2,8,3,3,2,3,2,1,3,1
36,1,44,6,2,1,2,4,2,4,1,3,2,2,4,3
45,2,65,2,2,1,11,1,2,1,,2,2,2,4,3
40,2,66,6,2,1,1,5,2,3,1,2,2,2,4,9
36,2,62,4,2,1,2,7,2,3,1,2,2,2,4,1
28,2,59,3,2,2,12,10,2,3,1,1,9,1,2,3
39,2,82,8,2,1,1,6,2,3,2,3,1,1,2,1
47,2,75,3,2,2,1,4,2,2,,3,2,1,4,3
48,2,60,6,2,1,2,1,1,4,9,3,1,1,4,3
37,1,70,3,2,1,1,6,2,2,,3,2,1,3,3
36,2,77,7,2,1,4,10,2,3,9,3,2,1,2,9
22,1,55,3,2,2,1,2,1,2,,1,2,1,4,3
20,1,57,6,2,1,1,7,2,1,,2,2,2,3,3
35,2,59,8,2,1,10,9,9,2,,4,1,1,3,3
8,2,65,6,2,1,2,10,2,2,,9,1,1,3,3
1,1,25,6,2,1,13,8,3,1,,2,1,2,4,3
40,2,76,6,2,1,1,5,1,2,,4,9,1,2,9
31,2,76,3,2,1,2,3,1,1,,2,2,2,3,3
51,2,59,3,2,1,2,9,2,2,,3,1,1,2,1
42,2,68,5,2,1,2,6,2,1,,1,2,2,4,3
26,1,88,6,2,1,1,6,1,2,,4,1,1,3,1
36,1,81,8,2,1,2,5,1,2,,4,2,1,3,1
9,1,68,8,2,1,2,8,2,3,1,3,2,2,3,3
55,2,29,3,2,1,12,2,3,1,,2,2,2,4,3
19,2,18,3,2,1,1,7,5,3,1,3,1,9,3,1
40,2,51,6,2,1,1,6,3,1,,3,2,2,3,2
17,1,65,6,2,1,1,3,1,1,,2,2,2,4,9
18,2,81,3,2,1,2,4,2,3,1,3,2,2,3,1
37,1,65,7,2,4,2,2,2,1,,1,2,2,4,1
39,2,63,4,2,4,1,10,1,2,,3,2,1,4,3
51,2,66,4,2,1,1,6,1,1,,2,2,2,3,3
24,1,30,3,2,1,1,5,2,2,,5,2,1,4,3
39,2,48,3,2,2,1,5,1,2,,2,9,1,3,3
37,2,55,4,2,1,1,7,2,3,1,3,2,2,3,3
13,1,20,4,2,1,1,10,4,1,,3,2,2,4,3
45,2,68,3,2,2,1,3,1,2,,5,9,1,3,3
20,2,20,4,2,1,12,8,3,3,2,4,1,1,3,3
22,2,39,3,2,1,1,5,3,3,1,4,2,2,4,2
48,1,65,6,2,1,1,10,2,1,,1,2,2,3,2
51,1,37,8,2,1,1,9,3,2,,4,1,1,3,1
19,1,57,6,2,1,10,8,3,3,9,3,2,1,2,3
25,1,58,8,2,1,2,8,2,2,,4,2,1,3,1
39,2,83,1,2,1,1,10,1,4,2,3,1,1,3,3
9,1,46,5,2,1,2,6,1,2,,2,2,1,4,3
44,2,56,8,2,1,2,7,3,3,2,3,2,1,3,3
33,2,40,6,1,4,2,8,3,3,1,2,2,2,4,1
13,2,29,8,2,1,1,6,2,2,,3,2,1,2,1
39,1,48,8,2,1,1,9,3,1,,3,1,1,3,1
27,1,59,4,2,1,1,5,2,3,1,1,2,2,4,2
17,1,50,8,2,1,2,8,4,5,1,2,2,2,2,1
1,2,62,6,2,1,1,9,2,3,2,3,2,9,3,1
20,2,23,6,2,1,10,4,3,2,,4,1,1,2,1
4,2,88,4,2,1,1,10,5,3,2,3,2,9,2,1
56,1,30,6,2,1,12,3,2,1,,4,1,9,3,3
6,2,30,4,2,1,13,7,2,4,9,9,2,9,3,3
6,1,27,2,2,1,12,1,2,1,,2,1,1,3,3
6,2,87,4,2,1,1,10,1,2,,4,1,1,4,1
6,2,55,2,2,3,12,10,8,3,2,3,2,9,3,3
6,1,25,4,1,5,10,10,1,3,9,5,2,1,4,2
8,2,67,3,2,1,1,4,1,3,2,3,2,2,4,3
6,2,42,3,1,1,2,3,5,3,2,2,2,2,3,3
6,1,71,4,2,1,1,3,2,2,,2,2,2,4,1
6,1,72,8,2,1,10,8,2,2,,5,9,1,3,3
51,2,55,4,2,1,2,6,2,2,,4,2,1,3,1
36,2,88,4,2,1,1,2,4,1,,3,2,1,3,1
39,2,41,8,2,1,1,6,6,9,1,3,2,9,4,9
39,2,99,4,2,1,1,10,1,1,,2,2,2,4,9
24,2,47,8,2,3,2,7,3,3,2,3,1,9,3,3
39,2,69,5,2,1,1,6,3,1,,1,2,2,3,9
12,2,44,8,2,1,2,7,1,3,2,5,2,2,4,2
13,2,75,7,2,1,11,4,1,2,,4,2,9,4,9
39,1,60,3,2,1,1,5,2,1,,3,2,2,4,1
12,2,60,3,2,2,1,2,4,2,,3,9,1,2,3
51,2,99,6,2,9,12,10,4,3,9,3,2,2,4,3
33,2,40,6,2,1,1,8,4,3,1,2,2,2,4,2
42,2,75,6,2,5,2,5,1,2,,3,1,1,4,3
18,2,62,8,2,1,12,8,2,2,,3,1,1,3,3
12,1,38,6,2,2,12,8,5,3,2,3,2,1,4,3
39,2,70,8,2,1,10,3,2,2,,4,2,1,4,3
12,1,57,3,2,2,1,2,1,2,,2,1,1,3,3
42,2,82,5,2,1,1,3,2,2,,3,2,1,3,1
34,2,40,5,2,1,1,4,2,3,2,4,2,9,4,3
21,2,46,1,2,1,1,1,4,2,,1,2,1,4,1
9,2,76,3,2,1,2,3,1,3,2,3,1,2,4,1
37,2,73,3,2,1,1,3,2,2,,3,2,1,4,3
25,2,46,6,2,1,11,5,4,3,2,4,2,1,3,1
36,1,50,4,2,1,12,7,3,3,1,3,2,2,3,3
51,2,58,8,2,1,1,6,8,3,1,2,2,2,4,1
37,1,60,8,2,2,1,9,1,2,,2,2,1,3,1
27,2,55,4,2,1,9,2,1,3,2,5,2,1,4,3
47,2,67,5,2,1,2,5,5,2,,3,2,1,4,2
55,2,72,3,2,1,1,5,1,1,,3,2,1,3,1
21,2,82,3,2,1,1,10,2,2,,2,2,2,4,1
19,1,87,3,2,1,1,3,1,2,,4,1,1,3,3
20,2,50,4,2,2,1,2,5,2,,3,1,1,2,3
27,2,65,6,2,1,2,9,2,3,1,3,2,9,3,3
19,2,65,4,2,1,1,10,2,1,,2,2,2,3,1
47,2,47,3,2,1,13,3,3,2,,2,1,1,2,3
55,2,72,3,2,1,1,10,2,3,2,9,9,1,3,1
48,2,86,4,2,1,1,5,2,1,,1,2,2,4,3
40,2,43,4,2,1,1,2,2,1,,3,2,2,4,2
17,2,86,5,2,2,1,3,1,2,,4,2,1,3,3
36,1,60,6,2,1,5,9,1,3,9,3,2,1,3,3
42,1,73,3,2,1,1,3,2,1,,2,2,2,2,9
51,2,40,3,2,4,13,8,4,3,1,2,2,2,4,3
51,1,64,6,2,1,1,7,2,3,1,1,2,2,4,3
24,2,89,3,2,1,2,2,1,1,,2,2,2,4,1
21,1,80,4,2,1,1,5,2,2,,2,2,2,3,1
18,2,59,8,2,1,1,8,2,3,2,4,2,1,2,1
42,1,53,3,2,1,2,3,2,3,2,4,2,1,4,3
13,2,66,5,2,1,2,8,2,3,1,1,2,2,3,9
12,2,37,8,2,2,1,6,2,2,,3,1,1,2,1
45,2,65,8,2,1,1,9,2,2,,4,1,1,3,1
39,2,64,5,2,1,2,6,1,1,,2,2,2,4,1
36,2,59,3,2,2,1,4,1,3,9,3,2,9,3,3
30,1,45,3,2,1,1,5,4,1,,2,2,2,4,2
36,2,44,5,2,1,12,6,2,3,9,3,2,1,3,3
8,1,43,3,2,1,13,5,2,3,2,3,2,1,4,2
42,2,69,2,2,1,1,10,1,9,9,3,2,2,4,3
42,2,36,6,2,1,12,6,2,3,1,3,1,2,4,3
24,1,60,8,2,2,1,8,2,2,,3,9,1,2,3
39,2,35,6,2,1,1,6,2,1,,1,2,2,3,3
18,2,36,8,2,1,1,4,2,2,,4,2,1,4,3
51,1,59,5,2,1,1,8,2,3,1,2,2,2,4,1
37,1,53,3,2,1,12,1,1,3,2,5,2,1,4,2
45,1,49,5,2,2,1,4,1,2,,1,1,1,3,3
12,1,65,8,2,1,9,9,2,3,2,4,1,1,3,1
51,2,52,4,2,2,1,6,2,2,,4,2,1,4,1
39,2,37,3,2,9,1,1,2,3,2,5,1,2,2,3
36,2,53,8,2,2,1,8,3,2,,4,1,1,3,1
12,1,31,6,2,1,2,7,2,1,,2,2,2,3,3
41,1,54,1,1,5,2,2,4,3,9,4,1,1,2,3
6,1,65,6,2,1,3,6,2,1,,2,2,2,4,1
6,2,57,8,2,1,1,9,2,2,,4,2,1,4,3
6,2,34,3,1,9,2,3,7,3,1,3,1,9,1,3
6,1,66,4,2,1,12,10,1,3,2,9,9,1,4,2
41,1,70,4,2,1,1,6,2,1,,1,2,2,4,1
6,1,61,5,2,1,11,7,2,2,,5,1,1,4,3
32,2,18,2,1,5,13,10,7,3,9,3,2,1,4,2
4,2,72,3,2,1,1,3,2,1,,1,2,2,4,1
41,1,68,3,2,1,2,4,1,2,,3,1,1,3,3
47,1,65,8,2,1,1,9,2,1,,1,2,2,4,2
20,1,60,6,2,1,2,7,2,1,,1,2,2,4,1
22,2,41,7,2,4,1,4,1,1,,2,2,2,4,9
47,1,70,3,2,1,1,5,2,2,,3,2,1,3,1
45,1,52,3,2,1,1,7,3,1,,2,2,2,4,2
37,2,57,3,2,1,1,7,1,3,2,2,2,2,3,3
12,2,54,6,2,2,1,2,4,2,,3,2,1,3,1
24,2,51,5,2,2,13,9,4,2,,3,2,9,3,1
42,2,67,3,2,1,2,10,2,1,,3,2,2,4,3
29,2,52,5,2,2,1,6,1,2,,2,1,1,2,1
37,1,52,4,2,4,1,7,3,3,1,2,2,2,4,2
55,2,58,6,2,1,2,8,3,2,,3,1,1,2,3
40,2,36,4,2,1,12,7,4,3,1,3,9,2,2,3
6,2,23,6,2,1,1,6,4,2,,4,2,1,4,1
4,2,80,2,2,1,1,10,1,1,,3,2,2,4,3
6,2,61,3,2,1,1,3,3,3,9,3,2,2,4,2
17,2,58,3,2,2,1,6,3,2,,3,2,1,3,2
4,1,55,5,2,1,12,6,2,3,9,2,2,2,3,9
6,1,77,8,2,9,1,7,2,3,2,3,1,1,3,3
53,1,63,5,2,1,12,7,1,3,2,4,2,1,3,2
56,2,35,5,2,1,12,5,5,1,,2,2,2,3,3
8,2,61,8,2,1,1,9,2,1,,1,2,2,3,3
53,2,70,4,2,1,12,6,2,2,,4,1,1,4,3
6,1,73,8,2,1,5,9,2,2,,3,1,1,3,1
6,1,47,6,1,5,2,7,2,2,,3,2,1,3,3
41,1,52,3,2,1,1,4,2,2,,3,2,1,3,1
6,2,72,4,2,1,1,8,1,1,,3,2,2,4,1
6,2,65,3,1,5,1,3,3,9,9,9,2,9,4,2
6,1,52,8,2,1,1,9,2,1,,3,1,1,3,1
6,1,52,6,2,3,2,9,3,2,,3,1,1,1,1
41,1,29,3,2,1,13,5,3,1,,1,2,2,3,3
26,1,52,4,2,1,1,8,3,2,,3,1,1,3,1
12,2,58,5,2,1,1,6,2,1,,3,2,2,3,9
12,2,65,6,1,5,13,7,2,1,,3,2,2,4,1
37,2,55,8,2,2,1,8,3,2,,3,1,1,2,1
45,1,29,3,2,2,13,3,3,2,,1,1,1,2,1
26,2,80,3,2,1,1,9,2,9,9,9,1,9,3,1
51,2,58,6,2,2,12,5,2,3,2,3,2,1,3,3
17,2,73,5,2,1,2,2,1,3,9,3,2,2,4,3
31,1,39,8,2,1,1,6,4,2,,4,2,1,3,1
55,1,19,3,2,4,2,1,6,3,2,2,2,1,3,3
20,2,64,3,2,1,1,10,2,3,1,2,2,2,3,3
13,2,55,8,2,1,1,9,2,1,,1,2,2,4,3
20,2,56,3,2,1,1,8,2,1,,2,2,2,4,3
18,2,59,3,2,1,1,5,2,2,,3,2,2,4,1
8,2,36,3,1,1,2,5,5,3,9,2,2,1,4,1
48,1,69,6,1,1,1,6,1,2,,3,2,9,4,3
6,2,60,6,1,1,2,8,3,3,2,3,2,9,3,3
6,1,77,8,2,1,9,5,2,3,2,5,2,2,3,3
30,1,53,4,2,1,2,5,1,1,,2,2,2,4,1
8,2,57,5,2,1,1,5,1,3,1,2,2,2,4,1
20,1,53,3,2,2,1,3,2,2,,2,2,9,4,2
18,2,45,8,2,1,2,9,4,3,1,2,2,2,4,2
51,2,75,6,2,1,2,10,9,1,,1,2,2,4,1
51,1,35,6,2,1,2,9,5,3,1,9,2,2,3,3
42,2,72,3,2,1,2,2,2,1,,3,2,2,4,3
21,2,50,8,2,1,1,8,4,1,,2,2,2,4,3
41,1,66,8,2,1,1,4,1,1,,1,2,2,3,3
48,2,61,5,2,1,1,9,1,1,,2,2,2,3,1
27,2,84,4,2,1,1,3,1,2,,2,2,2,4,3
6,2,52,6,2,9,1,2,1,2,,2,1,1,3,1
13,2,68,2,2,2,1,7,1,2,,4,2,1,4,3
45,1,26,6,2,2,13,6,1,2,,2,1,1,3,1
5,1,46,1,2,1,1,1,6,3,1,1,2,9,4,1
5,2,35,1,2,1,1,1,2,9,9,9,2,2,4,3
45,1,23,4,2,2,1,5,3,3,2,5,9,1,3,1
37,1,20,3,1,1,2,4,2,3,1,4,2,2,3,3
13,2,42,6,2,2,1,9,2,2,,4,1,1,4,3
12,2,99,5,2,1,99,3,2,1,,2,2,2,1,1
49,2,72,6,2,1,3,3,4,1,,2,2,2,4,1
16,1,49,3,2,1,1,8,2,3,1,2,2,2,3,9
47,2,69,5,2,1,12,5,2,3,1,2,2,2,4,2
31,1,55,4,2,1,2,8,4,2,,3,2,1,3,2
48,1,68,8,2,1,1,8,2,1,,2,2,2,3,1
8,2,25,6,2,2,1,6,3,2,,3,2,1,3,1
19,1,40,6,2,1,12,9,5,3,1,2,2,2,4,1
24,2,38,3,1,1,2,1,2,2,,3,2,2,2,1
42,2,37,6,2,1,12,7,4,2,,4,2,1,3,1
11,1,66,8,2,1,1,8,4,3,1,2,1,2,2,1
37,1,53,4,2,2,1,5,2,2,,2,1,1,4,1
23,2,30,6,2,1,12,7,1,3,2,3,1,1,3,3
47,2,18,3,2,1,12,10,7,3,1,3,1,2,3,3
13,1,57,3,2,1,1,6,2,3,2,4,2,2,3,3
8,1,30,5,1,5,2,3,1,3,1,4,1,1,4,3
34,2,39,8,2,1,2,9,4,1,,3,2,2,3,3
49,1,24,3,2,1,10,3,2,1,,2,1,9,3,3
8,2,19,4,2,1,1,7,4,3,2,5,1,1,3,3
36,1,26,8,1,1,10,6,3,1,,3,1,2,3,2
48,1,52,4,2,1,1,4,1,3,1,2,2,2,4,3
12,1,19,5,2,1,13,8,5,2,,2,1,1,3,3
17,1,22,3,2,1,1,6,1,1,,9,2,2,4,1
47,2,68,3,9,1,1,3,2,3,9,4,2,2,4,1
24,2,34,6,2,2,1,6,4,2,,4,1,1,3,3
53,2,24,6,2,1,2,2,2,2,,4,2,1,3,3
17,1,19,4,2,2,13,3,6,2,,9,9,1,4,1
8,1,24,4,2,1,12,3,3,3,9,4,2,2,4,2
28,2,43,3,2,2,1,2,4,2,,2,2,1,2,1
36,1,30,6,1,5,13,3,2,3,2,4,2,2,3,1
18,1,48,5,2,1,13,7,4,1,,2,2,2,4,1
47,2,40,3,2,1,1,6,4,2,,4,2,9,3,3
49,2,28,4,2,1,12,4,2,3,2,3,2,1,3,3
49,2,20,4,2,5,3,10,8,3,2,2,1,1,3,3
6,1,26,8,2,1,9,8,1,3,2,3,2,1,3,1
39,1,52,4,2,1,2,8,2,3,1,3,2,2,3,3
29,1,24,4,2,1,12,4,3,3,1,3,1,2,3,1
4,1,27,6,2,1,1,6,3,3,2,3,1,1,1,1
29,2,50,3,2,2,1,5,2,2,,2,1,1,3,1
32,1,29,6,2,1,12,6,1,3,1,3,1,1,3,3
8,2,28,3,1,4,10,2,5,2,,4,1,1,3,1
6,2,54,8,2,1,2,10,2,1,,2,2,9,4,3
6,1,25,4,2,1,12,3,4,3,1,3,1,9,4,1
48,2,23,4,2,2,12,10,2,3,2,4,2,1,4,3
16,1,51,4,2,5,11,5,2,3,2,4,2,2,4,3
6,1,39,6,2,2,13,8,3,3,9,3,9,1,3,1
32,2,58,3,2,1,1,10,2,1,,3,2,2,4,3
32,1,32,3,2,1,1,4,1,3,2,4,2,9,4,3
22,1,53,2,2,2,1,1,1,3,1,4,1,1,4,1
47,2,77,2,2,1,1,3,2,3,2,3,2,2,3,2
4,1,55,3,2,1,13,7,4,1,,2,2,2,3,3
16,1,63,8,9,9,99,7,2,1,,2,2,2,3,1
4,2,48,4,2,1,1,5,3,2,,1,2,2,4,3
6,1,18,3,1,1,13,6,5,3,2,3,2,1,3,3
6,1,21,4,2,1,12,3,3,3,2,4,2,9,3,1
6,2,20,4,1,5,12,2,5,2,,5,2,1,4,3
53,2,25,6,2,1,9,10,2,3,2,3,1,1,4,9
4,1,29,6,2,1,3,6,3,3,1,2,2,2,4,1
6,1,18,3,1,4,2,9,4,3,2,5,2,1,4,3
29,1,31,3,2,1,12,6,4,3,2,3,1,1,3,1
49,2,71,4,2,1,3,4,4,3,1,2,2,2,2,3
41,2,26,8,2,3,12,2,2,3,9,4,1,1,2,1
29,1,56,3,2,1,12,3,1,3,1,2,2,9,3,1
21,1,39,8,2,1,12,6,5,2,,3,1,1,3,1
6,1,58,6,2,1,12,9,3,1,,3,2,2,4,3
6,1,51,8,2,1,1,9,2,3,1,3,2,2,4,3
16,1,24,4,2,1,3,1,3,1,,2,1,2,4,1
4,2,19,3,2,5,12,10,3,3,9,3,9,1,2,3
49,1,19,3,2,1,3,1,3,1,,3,2,2,3,1
49,2,25,6,2,1,3,6,4,2,,3,1,1,3,1
49,2,25,3,2,1,12,2,5,3,1,3,2,9,4,3
17,2,27,8,2,3,12,7,2,3,2,4,9,9,4,3
38,1,36,6,2,1,12,9,4,1,,3,2,2,4,3
17,1,29,6,2,1,2,6,3,2,,4,9,1,3,3
5,2,70,1,2,1,1,1,1,2,,4,2,2,4,2
